codigo_ibge,nome_municipio,uf,uf_codigo,codigo_ibge_6,nome_norm,populacao,pib_total,taxa_desocupacao,total_internacoes,custo_total_internacoes,total_obitos_sim,pib_per_capita_calculado,taxa_internacao_por_10k,temp_max_cuiaba_c,temp_max_brasil_c,umidade_minima_pct,max_dias_consecutivos_40c,max_focos_calor_mt,meses_em_crise
5102686,Campos de Júlio,MT,51.0,510268,CAMPOS DE JULIO,,,3.225,1802.0,847140.0599999999,40.0,,,42.6,42.6,10.0,7.0,2124.0,2
5102694,Canabrava do Norte,MT,51.0,510269,CANABRAVA DO NORTE,,,3.225,564.0,530172.7,30.0,,,42.6,42.6,10.0,7.0,2124.0,2
5102702,Canarana,MT,51.0,510270,CANARANA,,,3.225,3596.0,2614690.14,147.0,,,42.6,42.6,10.0,7.0,2124.0,2
5102793,Carlinda,MT,51.0,510279,CARLINDA,,,3.225,1212.0,1578802.04,76.0,,,42.6,42.6,10.0,7.0,2124.0,2
5102850,Castanheira,MT,51.0,510285,CASTANHEIRA,,,3.225,480.0,555975.08,52.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103007,Chapada dos Guimarães,MT,51.0,510300,CHAPADA DOS GUIMARAES,,,3.225,2070.0,3931996.28,140.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103056,Cláudia,MT,51.0,510305,CLAUDIA,,,3.225,2516.0,2495311.26,71.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103106,Cocalinho,MT,51.0,510310,COCALINHO,,,3.225,1658.0,958201.98,32.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103205,Colíder,MT,51.0,510320,COLIDER,,,3.225,4380.0,6841018.46,252.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103254,Colniza,MT,51.0,510325,COLNIZA,,,3.225,3596.0,2580733.14,139.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103304,Comodoro,MT,51.0,510330,COMODORO,,,3.225,3564.0,2895358.58,122.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103353,Confresa,MT,51.0,510335,CONFRESA,,,3.225,6362.0,5742919.42,206.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103361,Conquista D'Oeste,MT,51.0,510336,CONQUISTA D'OESTE,,,3.225,636.0,623114.74,27.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103379,Cotriguaçu,MT,51.0,510337,COTRIGUACU,,,3.225,1682.0,1386840.58,38.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103403,Cuiabá,MT,51.0,510340,CUIABA,698917.0,29743722.0,3.225,65108.0,127518043.3,4181.0,42556.87299064123,931.5555352066124,42.6,42.6,10.0,7.0,2124.0,2
5103437,Curvelândia,MT,51.0,510343,CURVELANDIA,,,3.225,808.0,1077647.78,49.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103452,Denise,MT,51.0,510345,DENISE,,,3.225,648.0,750603.84,37.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103502,Diamantino,MT,51.0,510350,DIAMANTINO,,,3.225,2916.0,3354129.36,131.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103601,Dom Aquino,MT,51.0,510360,DOM AQUINO,,,3.225,1538.0,2432687.74,70.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103700,Feliz Natal,MT,51.0,510370,FELIZ NATAL,,,3.225,1120.0,1379960.92,57.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103809,Figueirópolis D'Oeste,MT,51.0,510380,FIGUEIROPOLIS D'OESTE,,,3.225,470.0,666224.04,29.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103858,Gaúcha do Norte,MT,51.0,510385,GAUCHA DO NORTE,,,3.225,906.0,962723.22,38.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103908,General Carneiro,MT,51.0,510390,GENERAL CARNEIRO,,,3.225,964.0,1179715.26,58.0,,,42.6,42.6,10.0,7.0,2124.0,2
5103957,Glória D'Oeste,MT,51.0,510395,GLORIA D'OESTE,,,3.225,520.0,638318.94,36.0,,,42.6,42.6,10.0,7.0,2124.0,2
5104104,Guarantã do Norte,MT,51.0,510410,GUARANTA DO NORTE,,,3.225,5854.0,4777090.74,217.0,,,42.6,42.6,10.0,7.0,2124.0,2
5104203,Guiratinga,MT,51.0,510420,GUIRATINGA,,,3.225,1952.0,2636290.18,106.0,,,42.6,42.6,10.0,7.0,2124.0,2
5104500,Indiavaí,MT,51.0,510450,INDIAVAI,,,3.225,322.0,454524.26,30.0,,,42.6,42.6,10.0,7.0,2124.0,2
5104526,Ipiranga do Norte,MT,51.0,510452,IPIRANGA DO NORTE,,,3.225,688.0,1101705.12,32.0,,,42.6,42.6,10.0,7.0,2124.0,2
5104542,Itanhangá,MT,51.0,510454,ITANHANGA,,,3.225,562.0,535654.84,29.0,,,42.6,42.6,10.0,7.0,2124.0,2
5104559,Itaúba,MT,51.0,510455,ITAUBA,,,3.225,512.0,890642.38,42.0,,,42.6,42.6,10.0,7.0,2124.0,2
5104609,Itiquira,MT,51.0,510460,ITIQUIRA,,,3.225,2048.0,2821975.54,45.0,,,42.6,42.6,10.0,7.0,2124.0,2
5104807,Jaciara,MT,51.0,510480,JACIARA,,,3.225,5034.0,6424320.84,190.0,,,42.6,42.6,10.0,7.0,2124.0,2
5104906,Jangada,MT,51.0,510490,JANGADA,,,3.225,720.0,1019861.48,64.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105002,Jauru,MT,51.0,510500,JAURU,,,3.225,956.0,928332.68,72.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105101,Juara,MT,51.0,510510,JUARA,,,3.225,4500.0,3926524.98,248.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105150,Juína,MT,51.0,510515,JUINA,,,3.225,8208.0,7391959.48,292.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105176,Juruena,MT,51.0,510517,JURUENA,,,3.225,1774.0,1509060.66,41.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105200,Juscimeira,MT,51.0,510520,JUSCIMEIRA,,,3.225,2864.0,2810265.2,114.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105234,Lambari D'Oeste,MT,51.0,510523,LAMBARI D'OESTE,,,3.225,820.0,1154858.74,42.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105259,Lucas do Rio Verde,MT,51.0,510525,LUCAS DO RIO VERDE,,,3.225,13556.0,9716393.5,287.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105309,Luciara,MT,51.0,510530,LUCIARA,,,3.225,518.0,511340.84,18.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105507,Vila Bela da Santíssima Trindade,MT,51.0,510550,VILA BELA DA SANTISSIMA TRINDADE,,,3.225,3800.0,2249934.04,96.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105580,Marcelândia,MT,51.0,510558,MARCELANDIA,,,3.225,2168.0,2147238.68,69.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105606,Matupá,MT,51.0,510560,MATUPA,,,3.225,3046.0,2829520.48,97.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105622,Mirassol d'Oeste,MT,51.0,510562,MIRASSOL D'OESTE,,,3.225,4530.0,4655751.64,190.0,,,42.6,42.6,10.0,7.0,2124.0,2
5105903,Nobres,MT,51.0,510590,NOBRES,,,3.225,3892.0,4050874.82,151.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106000,Nortelândia,MT,51.0,510600,NORTELANDIA,,,3.225,584.0,920397.16,50.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106109,Nossa Senhora do Livramento,MT,51.0,510610,NOSSA SENHORA DO LIVRAMENTO,,,3.225,1504.0,2609855.56,86.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106158,Nova Bandeirantes,MT,51.0,510615,NOVA BANDEIRANTES,,,3.225,1352.0,1292010.5,63.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106174,Nova Nazaré,MT,51.0,510617,NOVA NAZARE,,,3.225,874.0,735136.9,28.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106182,Nova Lacerda,MT,51.0,510618,NOVA LACERDA,,,3.225,900.0,883335.48,36.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106190,Nova Santa Helena,MT,51.0,510619,NOVA SANTA HELENA,,,3.225,518.0,829086.42,24.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106208,Nova Brasilândia,MT,51.0,510620,NOVA BRASILANDIA,,,3.225,370.0,632465.02,35.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106216,Nova Canaã do Norte,MT,51.0,510621,NOVA CANAA DO NORTE,,,3.225,1350.0,2400255.94,86.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106224,Nova Mutum,MT,51.0,510622,NOVA MUTUM,,,3.225,8682.0,9292224.86,216.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106232,Nova Olímpia,MT,51.0,510623,NOVA OLIMPIA,,,3.225,1916.0,3277898.58,108.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106240,Nova Ubiratã,MT,51.0,510624,NOVA UBIRATA,,,3.225,1278.0,1634381.76,60.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106257,Nova Xavantina,MT,51.0,510625,NOVA XAVANTINA,,,3.225,3936.0,4295210.88,139.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106265,Novo Mundo,MT,51.0,510626,NOVO MUNDO,,,3.225,700.0,693889.24,45.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106273,Novo Horizonte do Norte,MT,51.0,510627,NOVO HORIZONTE DO NORTE,,,3.225,802.0,648466.52,28.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106281,Novo São Joaquim,MT,51.0,510628,NOVO SAO JOAQUIM,,,3.225,1490.0,1340290.94,42.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106299,Paranaíta,MT,51.0,510629,PARANAITA,,,3.225,3154.0,2289250.3,70.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106307,Paranatinga,MT,51.0,510630,PARANATINGA,,,3.225,4370.0,5071946.88,146.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106315,Novo Santo Antônio,MT,51.0,510631,NOVO SANTO ANTONIO,,,3.225,292.0,225081.52,17.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106372,Pedra Preta,MT,51.0,510637,PEDRA PRETA,,,3.225,3394.0,4888110.7,143.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106422,Peixoto de Azevedo,MT,51.0,510642,PEIXOTO DE AZEVEDO,,,3.225,3440.0,3534389.74,226.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106455,Planalto da Serra,MT,51.0,510645,PLANALTO DA SERRA,,,3.225,328.0,622844.38,23.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106505,Poconé,MT,51.0,510650,POCONE,,,3.225,5186.0,5395420.22,274.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106653,Pontal do Araguaia,MT,51.0,510665,PONTAL DO ARAGUAIA,,,3.225,662.0,804985.92,40.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106703,Ponte Branca,MT,51.0,510670,PONTE BRANCA,,,3.225,314.0,334953.08,19.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106752,Pontes e Lacerda,MT,51.0,510675,PONTES E LACERDA,,,3.225,8672.0,9165252.5,330.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106778,Porto Alegre do Norte,MT,51.0,510677,PORTO ALEGRE DO NORTE,,,3.225,1226.0,1420226.52,72.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106802,Porto dos Gaúchos,MT,51.0,510680,PORTO DOS GAUCHOS,,,3.225,1626.0,1188215.24,35.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106828,Porto Esperidião,MT,51.0,510682,PORTO ESPERIDIAO,,,3.225,1318.0,1604315.84,70.0,,,42.6,42.6,10.0,7.0,2124.0,2
5106851,Porto Estrela,MT,51.0,510685,PORTO ESTRELA,,,3.225,298.0,431858.44,29.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107008,Poxoréu,MT,51.0,510700,POXOREU,,,3.225,4626.0,5254153.64,165.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107040,Primavera do Leste,MT,51.0,510704,PRIMAVERA DO LESTE,,,3.225,11958.0,16158596.08,424.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107065,Querência,MT,51.0,510706,QUERENCIA,,,3.225,4796.0,4470512.64,99.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107107,São José dos Quatro Marcos,MT,51.0,510710,SAO JOSE DOS QUATRO MARCOS,,,3.225,1770.0,2903263.18,131.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107156,Reserva do Cabaçal,MT,51.0,510715,RESERVA DO CABACAL,,,3.225,312.0,439602.18,17.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107180,Ribeirão Cascalheira,MT,51.0,510718,RIBEIRAO CASCALHEIRA,,,3.225,1628.0,1654376.94,74.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107198,Ribeirãozinho,MT,51.0,510719,RIBEIRAOZINHO,,,3.225,336.0,441126.32,20.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107206,Rio Branco,MT,51.0,510720,RIO BRANCO,,,3.225,664.0,692526.0599999999,47.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107248,Santa Carmem,MT,51.0,510724,SANTA CARMEM,,,3.225,532.0,603211.34,26.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107263,Santo Afonso,MT,51.0,510726,SANTO AFONSO,,,3.225,392.0,506300.66,15.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107297,São José do Povo,MT,51.0,510729,SAO JOSE DO POVO,,,3.225,556.0,1108863.9,23.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107305,São José do Rio Claro,MT,51.0,510730,SAO JOSE DO RIO CLARO,,,3.225,2716.0,2472778.08,100.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107354,São José do Xingu,MT,51.0,510735,SAO JOSE DO XINGU,,,3.225,820.0,709204.8,24.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107404,São Pedro da Cipa,MT,51.0,510740,SAO PEDRO DA CIPA,,,3.225,712.0,1202512.22,29.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107578,Rondolândia,MT,51.0,510757,RONDOLANDIA,,,3.225,20.0,19944.4,22.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107602,Rondonópolis,MT,51.0,510760,RONDONOPOLIS,,,3.225,39524.0,58951424.58,1533.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107701,Rosário Oeste,MT,51.0,510770,ROSARIO OESTE,,,3.225,2384.0,2070925.62,137.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107743,Santa Cruz do Xingu,MT,51.0,510774,SANTA CRUZ DO XINGU,,,3.225,314.0,373700.86,7.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107750,Salto do Céu,MT,51.0,510775,SALTO DO CEU,,,3.225,570.0,540962.26,32.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107768,Santa Rita do Trivelato,MT,51.0,510776,SANTA RITA DO TRIVELATO,,,3.225,350.0,412613.58,21.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107776,Santa Terezinha,MT,51.0,510777,SANTA TEREZINHA,,,3.225,1866.0,1111611.1,44.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107792,Santo Antônio do Leste,MT,51.0,510779,SANTO ANTONIO DO LESTE,,,3.225,606.0,654347.06,18.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107800,Santo Antônio de Leverger,MT,51.0,510780,SANTO ANTONIO DE LEVERGER,,,3.225,1698.0,3529087.78,153.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107859,São Félix do Araguaia,MT,51.0,510785,SAO FELIX DO ARAGUAIA,,,3.225,2158.0,1532138.78,68.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107875,Sapezal,MT,51.0,510787,SAPEZAL,,,3.225,4132.0,3199444.84,82.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107883,Serra Nova Dourada,MT,51.0,510788,SERRA NOVA DOURADA,,,3.225,268.0,209286.24,8.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107909,Sinop,MT,51.0,510790,SINOP,,,3.225,18046.0,24974040.08,928.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107925,Sorriso,MT,51.0,510792,SORRISO,,,3.225,12292.0,17098039.5,575.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107941,Tabaporã,MT,51.0,510794,TABAPORA,,,3.225,1054.0,817790.9,52.0,,,42.6,42.6,10.0,7.0,2124.0,2
5107958,Tangará da Serra,MT,51.0,510795,TANGARA DA SERRA,,,3.225,12828.0,10396682.08,739.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108006,Tapurah,MT,51.0,510800,TAPURAH,,,3.225,2036.0,2522059.98,83.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108055,Terra Nova do Norte,MT,51.0,510805,TERRA NOVA DO NORTE,,,3.225,1528.0,1434945.38,84.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108105,Tesouro,MT,51.0,510810,TESOURO,,,3.225,494.0,750743.2,26.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108204,Torixoréu,MT,51.0,510820,TORIXOREU,,,3.225,462.0,366586.8,42.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108303,União do Sul,MT,51.0,510830,UNIAO DO SUL,,,3.225,458.0,546318.86,17.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108352,Vale de São Domingos,MT,51.0,510835,VALE DE SAO DOMINGOS,,,3.225,436.0,637903.32,23.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108402,Várzea Grande,MT,51.0,510840,VARZEA GRANDE,,,3.225,33672.0,62547344.98,1981.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108501,Vera,MT,51.0,510850,VERA,,,3.225,1062.0,1399406.04,67.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108600,Vila Rica,MT,51.0,510860,VILA RICA,,,3.225,2776.0,2094742.9,115.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108808,Nova Guarita,MT,51.0,510880,NOVA GUARITA,,,3.225,690.0,1334911.04,40.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108857,Nova Marilândia,MT,51.0,510885,NOVA MARILANDIA,,,3.225,468.0,494224.48,28.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108907,Nova Maringá,MT,51.0,510890,NOVA MARINGA,,,3.225,314.0,528700.92,28.0,,,42.6,42.6,10.0,7.0,2124.0,2
5108956,Nova Monte Verde,MT,51.0,510895,NOVA MONTE VERDE,,,3.225,1186.0,1264572.74,48.0,,,42.6,42.6,10.0,7.0,2124.0,2
